5.624939376502879895e-07	7.260698112077079713e-06	4.953698862664168701e-06	9.666141522757243365e-07	8.592720064370951150e-07	6.375023076543584466e-05	5.215427881921641529e-05	3.139313378142105648e-07	3.107822294623474590e-06	1.312887616222724319e-04	7.938648991512309294e-07	2.458622475387528539e-05	1.015624002320691943e-05	1.526012454178271582e-07	4.739862106362124905e-06	3.385950776646495797e-06	3.975046638515777886e-07	7.092862233548657969e-06	1.098095253837527707e-06	7.705205644015222788e-05	3.237190321669913828e-05	2.019306703004986048e-05	2.194552280343486927e-06	9.975881576538085938e-01	6.970718823140487075e-05	4.735967195301782340e-06	3.393005681573413312e-05	1.051490689860656857e-04	2.773438609438017011e-06	1.328511862084269524e-04	1.433206489309668541e-03	3.505784434310044162e-06	1.821340674723614939e-06	2.495936314517166466e-06	2.716724623041955056e-07	1.065126343746669590e-05	1.054617314366623759e-05	5.069826147519052029e-05	3.180494104526587762e-06	5.170071017346344888e-05	1.958172470040153712e-05	5.523307891053264029e-07	1.271085420739836991e-05	2.755632067419355735e-06	3.039830744455684908e-06	4.249356067020926275e-08	6.567619038833072409e-06	1.952157901996542932e-08
3.188329458225780400e-07	7.351741714956006035e-06	4.407237611303571612e-06	7.131021106943080667e-07	7.120685268091619946e-07	3.665712210931815207e-05	2.144685095117893070e-05	1.225086379008644144e-07	1.307417051066295244e-06	1.230570633197203279e-04	4.630871615063369973e-07	1.795237403712235391e-05	7.223461579997092485e-06	1.147894863606779836e-07	6.233507519937120378e-06	2.239401965198339894e-06	2.553033766616863431e-07	5.625417998089687899e-06	6.032456099092087243e-07	5.223917833063751459e-05	2.453943852742668241e-05	6.625884907407453284e-06	6.992868293309584260e-07	9.984986782073974609e-01	6.336633668979629874e-05	5.610422249446855858e-06	2.102844337059650570e-05	7.387709047179669142e-05	2.393483100604498759e-06	4.466145037440583110e-05	8.618511492386460304e-04	3.082645207541645505e-06	1.549334683659253642e-06	1.577372245264996309e-06	1.780619527380622458e-07	3.347714937262935564e-06	5.102314844407374039e-06	3.183559601893648505e-05	2.136292096110992134e-06	2.657648474269080907e-05	1.331500152446096763e-05	3.343568835134647088e-07	8.807840458757709712e-06	1.499381255598564167e-06	1.524425783827609848e-06	2.952458011407088634e-08	6.635724275838583708e-06	2.085670658402705158e-08
5.225700192568183411e-07	1.046793931891443208e-05	7.853736860852222890e-06	9.255442705580207985e-07	1.111388314711803105e-06	4.254826490068808198e-05	3.914078479283489287e-05	1.243765126446305658e-07	1.032633349495881703e-06	7.219436520244926214e-05	1.277522017062437953e-07	6.355869572871597484e-06	1.160718238679692149e-05	6.360192372767414781e-08	5.731151759391650558e-06	8.792594030637701508e-07	1.480206378801085521e-06	4.980412541044643149e-06	7.054383104332373478e-07	7.602719415444880724e-05	1.270915163331665099e-05	1.898677692224737257e-05	5.122915922584070358e-07	9.989147186279296875e-01	8.600709406891837716e-05	4.730439741251757368e-06	1.501333372289082035e-05	2.453805245750118047e-05	7.813451929905568250e-07	3.664225732791237533e-05	5.081668496131896973e-04	2.097166770909097977e-06	2.175001100113149732e-06	2.671004040166735649e-06	1.614926787851800327e-07	3.542367949194158427e-06	1.153075663751224056e-05	1.890359635581262410e-05	1.399438588123302907e-06	9.334570677310694009e-06	1.239019002241548151e-05	4.482773192648892291e-07	1.614614484424237162e-05	5.023449375585187227e-06	2.367285560467280447e-06	2.214853012105777452e-08	5.145393060956848785e-06	2.394923370729884482e-08
9.386196353489140165e-08	3.015555648744339123e-06	6.528189715027110651e-06	2.270789138947293395e-07	3.643017123522440670e-07	2.075738848361652344e-05	1.005329067993443459e-05	9.459699690239631309e-09	5.930402835474524181e-07	4.996173083782196045e-05	1.301851870749715090e-08	3.365966222190763801e-06	2.771321487671229988e-05	2.908484120212051494e-08	4.371356226329226047e-06	5.067601591690618079e-07	5.348534841687069274e-07	1.943117695191176608e-06	6.714975597787997685e-08	4.231769707985222340e-05	1.423007006451371126e-06	7.248830570460995659e-06	3.913188706405890116e-08	9.996030926704406738e-01	5.810050424770452082e-05	3.256745458202203736e-06	4.023182100354460999e-06	4.338297912909183651e-06	1.296762093261349946e-07	1.613244080544973258e-06	9.287249122280627489e-05	1.730688950374315027e-06	9.440153121431649197e-07	7.342315484493155964e-07	1.229171342487234142e-08	8.430329785369394813e-07	1.378762704007385764e-06	1.311381220148177817e-05	8.948191521085391287e-08	2.545644520068890415e-06	1.764562148309778422e-05	1.310239809981794679e-07	3.323105374875012785e-06	2.255479557788930833e-06	1.002775661618215963e-06	4.122370889092508150e-09	5.708418029826134443e-06	6.003141539423495487e-09
2.816913706737977918e-07	7.052258752082707360e-06	1.493937361374264583e-05	4.966567530573229305e-07	9.508852940598444548e-07	3.242124512325972319e-05	1.659559166000690311e-05	2.168201085339660494e-08	9.120379331761796493e-07	6.299519736785441637e-05	1.130787286029999450e-08	3.740368129001581110e-06	8.783774683251976967e-05	4.326275870880635921e-08	7.651023224752862006e-06	5.023387643632304389e-07	1.375635861222690437e-06	1.882334572655963711e-06	7.096036114262460615e-08	6.115821452112868428e-05	1.556434767735481728e-06	1.549352236906997859e-05	6.227816840009836596e-08	9.993450045585632324e-01	9.071845124708488584e-05	4.456269380170851946e-06	4.691593403549632058e-06	3.173655613863957115e-06	1.234061954846765730e-07	2.783916670523467474e-06	1.532227179268375039e-04	2.710954731810488738e-06	1.596149104443611577e-06	1.563042246743862052e-06	1.805972971169467201e-08	2.146739461750257760e-06	2.446995495120063424e-06	1.591945147083606571e-05	8.561788433780748164e-08	2.610871661090641282e-06	2.743686309258919209e-05	2.270202941190291313e-07	5.955782398814335465e-06	6.009023309161420912e-06	1.588592567713931203e-06	5.335463182376543045e-09	7.437212843797169626e-06	8.921918315252241882e-09
1.008905172739105183e-07	3.952893166569992900e-06	9.922799108608160168e-06	1.716477413538086694e-07	6.371358836076979060e-07	2.087599386868532747e-05	1.030751536745810881e-05	9.866863770469080919e-09	1.004868863674346358e-06	6.068049333407543600e-05	3.069570153613199182e-09	3.183316948707215488e-06	2.316574973519891500e-04	3.691335237476778275e-08	6.562799171661026776e-06	4.552788084311032435e-07	1.425436153112968896e-06	1.962247097253566608e-06	3.176035789920206298e-08	6.494131230283528566e-05	7.637104317836929113e-07	1.774744669091887772e-05	3.418546867806071532e-08	9.992108345031738281e-01	1.402232010150328279e-04	3.791764129346120171e-06	2.758501523203449324e-06	1.513821985099639278e-06	6.078975189893753850e-08	8.266314353022607975e-07	9.676023182692006230e-05	3.516104698064737022e-06	2.150358341168612242e-06	1.177632952931162436e-06	4.976933531963823043e-09	1.801064627215964720e-06	6.473051143984775990e-07	1.158489612862467766e-05	1.988972542221745243e-08	1.396983520862704609e-06	5.884524580324068666e-05	1.095396555683691986e-07	4.232027549733174965e-06	8.017142135940957814e-06	1.319593479820468929e-06	5.442424733104189727e-09	1.191770752484444529e-05	5.853644680087199959e-09
2.467110391535243252e-07	7.089676728355698287e-06	2.083457911794539541e-05	4.125400039356463822e-07	1.247231125489633996e-06	2.911386400228366256e-05	1.362549755867803469e-05	1.582429121071982081e-08	1.358535882900469005e-06	6.215093162609264255e-05	3.635600487328360941e-09	3.897818260156782344e-06	6.579303881153464317e-04	8.599453593660655315e-08	1.160455303761409596e-05	5.507931746251415461e-07	2.911559931817464530e-06	2.812689672282431275e-06	4.583218071729788790e-08	1.000848860712721944e-04	8.176842811735696159e-07	3.501505489111877978e-05	6.843604438699912862e-08	9.984713196754455566e-01	2.347715926589444280e-04	6.466290415119146928e-06	3.697062766150338575e-06	1.681726303104369435e-06	7.947492974835768109e-08	1.995068259930121712e-06	1.674051891313865781e-04	5.876136128790676594e-06	3.520807695167604834e-06	2.653026285770465620e-06	9.000446610230028455e-09	3.282163788753678091e-06	1.162827743428351823e-06	1.591397085576318204e-05	3.017218475065419625e-08	1.635656303733412642e-06	7.986428681761026382e-05	2.023638216996914707e-07	7.686551725782919675e-06	1.768383299349807203e-05	2.680273155419854447e-06	9.327031591510603903e-09	1.844096186687238514e-05	1.038312902323923481e-08
1.021576920834377233e-07	1.386948406434385106e-05	1.025096207740716636e-05	1.286669970568254939e-07	1.198205723085266072e-06	2.367894012422766536e-05	5.378667538025183603e-06	2.101655027786364371e-08	2.962949793072766624e-06	1.115013728849589825e-04	4.664146402433289040e-09	1.224048901349306107e-05	2.783730160444974899e-03	3.435291375808446901e-07	1.685725874267518520e-05	8.509962867719877977e-07	2.947348093584878370e-06	7.190488304331665859e-06	6.829171894651153707e-08	1.212890711030922830e-04	2.199105210820562206e-06	3.776082303375005722e-05	1.352822351918803179e-07	9.951558113098144531e-01	1.042445423081517220e-03	1.240817073266953230e-05	7.099198228388559073e-06	6.072213636798551306e-06	2.810610908454691526e-07	2.631843699418823235e-06	2.822926326189190149e-04	2.192248575738631189e-05	1.162517037300858647e-05	1.435804961147368886e-06	5.216964638066201587e-09	6.874960490677040070e-06	4.472007617550843861e-07	1.703956149867735803e-05	5.646592526886706764e-08	3.799542810156708583e-06	1.713573292363435030e-04	9.100106979076372227e-08	5.102040177007438615e-06	2.487080200808122754e-05	3.391277232367428951e-06	3.655685176795486768e-08	6.821573333581909537e-05	2.192552628343946708e-08
9.938251821495214244e-08	1.023445111059118062e-05	8.630855518276803195e-06	2.381799220074753975e-07	1.095021730179723818e-06	1.800221980374772102e-05	4.761005129694240168e-06	6.117359507840092192e-09	1.957691438292386010e-06	7.997091597644612193e-05	1.200446408944344512e-09	4.221582457830663770e-06	2.832450438290834427e-03	3.009607496551325312e-07	1.910596256493590772e-05	6.381287107615207788e-07	5.433361366158351302e-06	1.006333422992611304e-05	1.263667854800587520e-07	2.055852237390354276e-04	9.320737603957240935e-07	2.933356336143333465e-05	1.279396713016467402e-07	9.957526922225952148e-01	4.038900369778275490e-04	1.221088223246624693e-05	4.435201844898983836e-06	2.943543904621037655e-06	5.972031402734501171e-08	1.296431605624093208e-06	3.451122902333736420e-04	1.696631261438596994e-05	1.685275492491200566e-05	2.497095920261926949e-06	3.901163392328044210e-09	3.167239128742949106e-06	5.308243657964339945e-07	1.579056333866901696e-05	2.741652238569258770e-08	9.688549198472173885e-07	9.765888535184785724e-05	9.935560285612154985e-08	6.386313089024042711e-06	2.691077861527446657e-05	8.073426215560175478e-06	2.097707785253533075e-08	4.810435711988247931e-05	1.155286977194691644e-08
4.846456391760511906e-08	1.349227568425703794e-05	6.910904176038457081e-06	9.749078344611916691e-08	5.742056146118557081e-07	1.912773041112814099e-05	5.259514637145912275e-06	6.935739538249663383e-09	5.048488674219697714e-06	2.083834842778742313e-04	2.465770032600289596e-09	1.620562034077011049e-05	1.237387303262948990e-02	1.762504780344897881e-06	4.201189949526451528e-05	1.528160055386251770e-06	7.520858957832388114e-07	1.166686342912726104e-05	6.769599281142291147e-08	1.587089063832536340e-04	4.426138730195816606e-06	1.191854789794888347e-05	2.948926294266129844e-07	9.851867556571960449e-01	5.345795070752501488e-04	2.474788561812601984e-05	7.533505140600027516e-06	6.550048965436872095e-06	1.198738601715376717e-07	8.439768066637043376e-07	8.570153731852769852e-04	3.013499735970981419e-05	1.375434567307820544e-05	1.910704668262042105e-06	2.775762952822447005e-09	6.045834652468329296e-06	1.815097476765004103e-07	4.323074244894087315e-05	2.601682425051876635e-08	5.404514922702219337e-06	2.786931872833520174e-04	7.724153050503446138e-08	3.247795575589407235e-06	1.074511692422674969e-05	7.885962077125441283e-06	3.202151432901700900e-08	9.832042997004464269e-05	8.348468583108115126e-09
